business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate
LinkedIn_Macro,Gaming,346636,2024-08-12 12:11:00,12,Monday,8,Document,platform LinkedIn content Document category Gaming sentiment Negative tier Macro,575,21,0,1376,124,14301,English,True,False,0,False,False,False,False,1500,0.004327305877058355,0.003969581924554865,0.0003577239525034907,0.04125653423187436,0.10488777008600797,33,0,0,afternoon,long,many,none,low,large,0,0,0
Facebook_Mid-tier,Lifestyle,62237,2024-08-12 13:38:00,13,Monday,8,Video,platform Facebook content Video category Lifestyle sentiment Positive tier Mid-tier,250,15,0,153,269,32654,English,True,False,0,False,False,False,False,422,0.006780532480678696,0.002458344714558864,0.004322187766119832,0.5246718190144126,0.01292337845286948,33,1,0,afternoon,long,many,none,low,small,0,1,1
Instagram_Mid-tier,Sports,99618,2024-08-12 14:49:00,14,Monday,8,Carousel,platform Instagram content Carousel category Sports sentiment Positive tier Mid-tier,1991,3,0,1236,438,37355,English,True,False,0,False,False,False,False,1674,0.016804192013491537,0.012407396253689092,0.004396795759802445,0.37498243289365374,0.044813278008298756,33,0,0,afternoon,long,few,none,medium,small,0,0,1
TikTok_Macro,Travel,266169,2024-08-12 15:14:00,15,Monday,8,Video,platform TikTok content Video category Travel sentiment Positive tier Macro,565,19,0,41501,10,174559,English,True,False,0,False,False,False,False,41511,0.15595730532105542,0.1559197352058279,3.75701152275434e-05,0.6558201744004749,0.23780498284247734,33,1,0,afternoon,long,many,none,high,medium,1,1,0
YouTube_Macro,Lifestyle,191031,2024-08-12 15:43:00,15,Monday,8,Live,platform YouTube content Live category Lifestyle sentiment Positive tier Macro,131,16,0,17650,877,199498,English,True,False,0,False,False,False,False,18527,0.0969842590993085,0.09239338117897095,0.004590877920337537,1.0443226492035325,0.09286809892831006,33,0,0,afternoon,medium,many,none,high,medium,1,1,1
Twitter_Macro,Entertainment,316460,2024-08-12 18:58:00,18,Monday,8,Thread,platform Twitter content Thread category Entertainment sentiment Positive tier Macro,401,9,0,3829,261,56131,English,False,False,0,False,False,False,False,4090,0.012924224230550464,0.012099475447133919,0.0008247487834165455,0.17737154774695063,0.07286526162013861,33,0,0,evening,long,many,none,medium,medium,0,0,0
Twitter_Macro,Travel,162522,2024-08-12 23:18:00,23,Monday,8,Poll,platform Twitter content Poll category Travel sentiment Neutral tier Macro,258,19,0,1074,260,36284,English,True,False,0,False,False,False,False,1334,0.008208119516127047,0.006608336102189242,0.0015997834139378053,0.22325592842815126,0.036765516481093594,33,0,0,night,long,many,none,low,small,0,0,0
Facebook_Micro,Travel,12597,2024-08-13 00:04:00,0,Tuesday,8,Video,platform Facebook content Video category Travel sentiment Neutral tier Micro,329,12,0,3130,273,46240,English,True,False,0,False,False,False,False,3403,0.27014368500436614,0.24847185837897912,0.021671826625386997,3.670715249662618,0.07359429065743944,33,1,0,night,long,many,none,high,small,1,1,1
Instagram_Macro,Technology,354992,2024-08-13 02:30:00,2,Tuesday,8,Carousel,platform Instagram content Carousel category Technology sentiment Neutral tier Macro,1560,17,0,9300,499,5940,English,True,False,0,False,False,False,False,9799,0.027603438950736917,0.02619777347095146,0.00140566547978546,0.016732771442736737,1.6496632996632996,33,0,0,night,long,many,none,medium,large,0,0,0
LinkedIn_Macro,Fitness,388683,2024-08-13 09:45:00,9,Tuesday,8,Article,platform LinkedIn content Article category Fitness sentiment Positive tier Macro,1977,19,0,1770,51,5416,English,True,False,0,False,False,False,False,1821,0.004685051828868255,0.00455383950417178,0.00013121232469647502,0.013934234324629582,0.33622599704579026,33,0,0,morning,long,many,none,low,large,0,0,0
LinkedIn_Macro,Sports,225655,2024-08-13 14:22:00,14,Tuesday,8,Post,platform LinkedIn content Post category Sports sentiment Positive tier Macro,1835,17,0,1868,142,23956,English,True,False,0,False,False,False,False,2010,0.008907402893798055,0.008278123684385456,0.0006292792094125989,0.10616206155414239,0.0839038236767407,33,0,0,afternoon,long,many,none,low,medium,0,0,0
LinkedIn_Macro,Fitness,363484,2024-08-13 15:14:00,15,Tuesday,8,Post,platform LinkedIn content Post category Fitness sentiment Positive tier Macro,270,3,0,1073,17,25942,English,True,False,0,False,False,False,False,1090,0.002998756478964686,0.002951986882503769,4.676959646091712e-05,0.07137040419935953,0.04201680672268908,33,0,0,afternoon,long,few,none,low,large,0,0,0
Instagram_Macro,Travel,139862,2024-08-13 21:44:00,21,Tuesday,8,Story,platform Instagram content Story category Travel sentiment Positive tier Macro,627,27,0,9146,483,46559,English,True,False,0,False,False,False,False,9629,0.06884643434242324,0.06539303027269737,0.003453404069725873,0.33289242253078033,0.20681286110096866,33,0,0,night,long,many,none,high,small,1,0,1
Facebook_Macro,Entertainment,167311,2024-08-14 06:50:00,6,Wednesday,8,Story,platform Facebook content Story category Entertainment sentiment Positive tier Macro,416,18,0,5341,346,77391,English,True,False,0,False,False,False,False,5687,0.03399059236989797,0.03192258727758486,0.0020680050923131176,0.46255775173180486,0.07348399684717861,33,0,0,morning,long,many,none,medium,medium,0,1,1
YouTube_Micro,Gaming,47891,2024-08-14 07:08:00,7,Wednesday,8,Live,platform YouTube content Live category Gaming sentiment Positive tier Micro,506,0,0,4907,957,815001,English,True,False,0,False,False,False,False,5864,0.12244471821427826,0.10246184042930823,0.019982877784970036,17.017832160531206,0.007195083196216937,33,0,0,morning,long,none,none,high,small,1,1,1
Instagram_Macro,Business,180579,2024-08-14 10:49:00,10,Wednesday,8,Reel,platform Instagram content Reel category Business sentiment Positive tier Macro,218,29,0,841,492,19947,English,True,False,0,False,False,False,False,1333,0.007381810731037385,0.004657241428959071,0.0027245693020783147,0.11046134932633363,0.06682709179325212,33,0,1,morning,long,many,none,low,medium,0,0,1
Facebook_Macro,Food,484418,2024-08-14 13:19:00,13,Wednesday,8,Story,platform Facebook content Story category Food sentiment Negative tier Macro,301,10,0,4012,339,79972,English,True,False,0,False,False,False,False,4351,0.008981912315397033,0.008282103472620752,0.00069980884277628,0.1650888282433766,0.05440654228980143,33,0,0,afternoon,long,many,none,low,large,0,0,0
TikTok_Micro,Education,40594,2024-08-14 19:02:00,19,Wednesday,8,Duet,platform TikTok content Duet category Education sentiment Positive tier Micro,440,20,0,9908,950,288869,English,True,False,0,False,False,False,False,10858,0.26747795240675964,0.2440754791348475,0.023402473271912104,7.116051633246292,0.03758797240271542,33,0,0,evening,long,many,none,high,small,1,1,1
Facebook_Macro,Technology,430310,2024-08-14 22:47:00,22,Wednesday,8,Video,platform Facebook content Video category Technology sentiment Neutral tier Macro,541,20,0,3541,378,73842,English,True,False,0,False,False,False,False,3919,0.009107387697241523,0.008228951221212614,0.0008784364760289093,0.1716018684204411,0.0530727770103735,33,1,0,night,long,many,none,low,large,0,0,0
Twitter_Macro,Lifestyle,447503,2024-08-14 23:01:00,23,Wednesday,8,Retweet,platform Twitter content Retweet category Lifestyle sentiment Positive tier Macro,1637,18,0,2624,43,48543,English,True,False,0,False,False,False,False,2667,0.005959736582771512,0.005863647841466984,9.608874130452756e-05,0.10847525044524842,0.0549409801619183,33,0,0,night,long,many,none,low,large,0,0,0
TikTok_Macro,Technology,185216,2024-08-14 23:09:00,23,Wednesday,8,Stitch,platform TikTok content Stitch category Technology sentiment Neutral tier Macro,300,1,0,21360,1670,137841,English,True,False,0,False,False,False,False,23030,0.12434130960608154,0.11532480995162404,0.009016499654457498,0.7442175621976503,0.1670765592240335,33,0,0,night,long,few,none,high,medium,1,1,1
Twitter_Macro,Business,452131,2024-08-15 06:54:00,6,Thursday,8,Retweet,platform Twitter content Retweet category Business sentiment Neutral tier Macro,1922,2,0,3294,268,68948,English,False,False,0,False,False,False,False,3562,0.007878247676005406,0.0072854991141947795,0.0005927485618106257,0.1524956262676083,0.05166212217903347,33,0,0,morning,long,few,none,low,large,0,0,0
Facebook_Mid-tier,Gaming,86758,2024-08-15 09:12:00,9,Thursday,8,Video,platform Facebook content Video category Gaming sentiment Negative tier Mid-tier,589,10,0,2113,217,74161,English,True,False,0,False,False,False,False,2330,0.026856312962493373,0.024355102699462873,0.0025012102630304987,0.8548030152838931,0.03141813082347865,33,1,0,morning,long,many,none,medium,small,0,1,1
Twitter_Micro,Travel,31736,2024-08-15 11:14:00,11,Thursday,8,Poll,platform Twitter content Poll category Travel sentiment Negative tier Micro,1085,28,0,179,197,72474,English,False,False,0,False,False,False,False,376,0.011847743887068314,0.005640282329216032,0.006207461557852281,2.2836526342324173,0.005188067444876783,33,0,0,morning,long,many,none,medium,small,0,1,1
TikTok_Macro,Travel,233532,2024-08-15 14:56:00,14,Thursday,8,Stitch,platform TikTok content Stitch category Travel sentiment Neutral tier Macro,93,10,0,17334,1992,447667,English,True,False,0,False,False,False,False,19326,0.08275525409793946,0.07422537382457223,0.008529880273367247,1.9169407190449275,0.04317048163031897,33,0,0,afternoon,medium,many,none,high,medium,1,1,1
Facebook_Macro,Entertainment,469681,2024-08-15 19:55:00,19,Thursday,8,Story,platform Facebook content Story category Entertainment sentiment Positive tier Macro,181,27,0,3992,21,44289,English,True,False,0,False,False,False,False,4013,0.008544096950909234,0.008499385753309162,4.471119760007324e-05,0.09429591573855446,0.09060940639888009,33,0,0,evening,long,many,none,low,large,0,0,0
Instagram_Macro,Technology,220002,2024-08-15 23:42:00,23,Thursday,8,Reel,platform Instagram content Reel category Technology sentiment Neutral tier Macro,500,8,0,6517,175,8423,English,True,False,0,False,False,False,False,6692,0.030417905291770075,0.02962245797765475,0.0007954473141153262,0.03828601558167653,0.7944912738929123,33,0,1,night,long,many,none,medium,medium,0,0,0
Instagram_Macro,Fashion,274821,2024-08-16 14:35:00,14,Friday,8,Story,platform Instagram content Story category Fashion sentiment Positive tier Macro,1416,0,0,1361,240,39506,English,True,False,0,False,False,False,False,1601,0.005825610124408251,0.004952314415565041,0.0008732957088432106,0.14375175113983282,0.04052548979901787,33,0,0,afternoon,long,none,none,low,medium,0,0,0
Instagram_Micro,Entertainment,24219,2024-08-16 16:25:00,16,Friday,8,Photo,platform Instagram content Photo category Entertainment sentiment Positive tier Micro,1421,21,0,7884,467,23328,English,True,False,0,False,False,False,False,8351,0.34481192452206944,0.3255295429208473,0.01928238160122218,0.9632107023411371,0.3579818244170096,33,0,0,afternoon,long,many,none,high,small,1,1,1
Instagram_Macro,Food,136391,2024-08-16 22:14:00,22,Friday,8,Story,platform Instagram content Story category Food sentiment Negative tier Macro,1089,13,0,6850,493,48981,English,True,False,0,False,False,False,False,7343,0.05383786320211744,0.050223255200123176,0.0036146080019942664,0.35912193619813626,0.14991527326922685,33,0,0,night,long,many,none,high,small,1,0,1
Twitter_Micro,Business,12731,2024-08-17 00:14:00,0,Saturday,8,Tweet,platform Twitter content Tweet category Business sentiment Positive tier Micro,344,29,0,3821,257,74490,English,True,False,0,False,False,False,False,4078,0.3203204775744246,0.3001335323226769,0.020186945251747704,5.85107218600267,0.054745603436702914,33,0,0,night,long,many,none,high,small,1,1,1
LinkedIn_Macro,Travel,263980,2024-08-17 01:47:00,1,Saturday,8,Poll,platform LinkedIn content Poll category Travel sentiment Neutral tier Macro,1013,13,0,780,99,23584,English,True,False,0,False,False,False,False,879,0.003329797711947875,0.0029547693007045987,0.000375028411243276,0.08934010152284264,0.03727103120759837,33,0,0,night,long,many,none,low,medium,0,0,0
Twitter_Macro,Food,454975,2024-08-17 03:12:00,3,Saturday,8,Retweet,platform Twitter content Retweet category Food sentiment Neutral tier Macro,1207,2,0,4110,212,88643,English,True,False,0,False,False,False,False,4322,0.009499423045222265,0.009033463377108633,0.0004659596681136326,0.19483048519149404,0.048757375088839504,33,0,0,night,long,few,none,low,large,0,0,0
Instagram_Macro,Technology,178472,2024-08-17 03:22:00,3,Saturday,8,Reel,platform Instagram content Reel category Technology sentiment Neutral tier Macro,519,2,0,3846,297,32014,English,True,False,0,False,False,False,False,4143,0.023213725402304004,0.021549598816621093,0.0016641265856829084,0.17937827782509302,0.12941213219216594,33,0,1,night,long,few,none,medium,medium,0,0,0
Instagram_Macro,Entertainment,334279,2024-08-17 04:55:00,4,Saturday,8,Reel,platform Instagram content Reel category Entertainment sentiment Positive tier Macro,546,10,0,5895,155,30238,English,True,False,0,False,False,False,False,6050,0.01809865411826648,0.01763496959126957,0.0004636845269969098,0.09045737243440359,0.20007937032872544,33,0,1,night,long,many,none,medium,medium,0,0,0
Twitter_Macro,Fitness,211290,2024-08-17 16:18:00,16,Saturday,8,Retweet,platform Twitter content Retweet category Fitness sentiment Positive tier Macro,1274,21,0,595,193,88463,English,True,False,0,False,False,False,False,788,0.00372947134270434,0.0028160348336409673,0.0009134365090633726,0.41868048653509393,0.008907678916609204,33,0,0,afternoon,long,many,none,low,medium,0,0,0
Instagram_Micro,Fitness,25310,2024-08-17 18:49:00,18,Saturday,8,Reel,platform Instagram content Reel category Fitness sentiment Neutral tier Micro,238,4,0,5180,156,7603,English,False,False,0,False,False,False,False,5336,0.2108257605689451,0.20466218885815882,0.006163571710786251,0.3003951007506914,0.7018282257003814,33,0,1,evening,long,few,none,high,small,1,0,1
Facebook_Macro,Fitness,152019,2024-08-17 20:04:00,20,Saturday,8,Story,platform Facebook content Story category Fitness sentiment Positive tier Macro,566,24,0,1512,114,30786,English,True,False,0,False,False,False,False,1626,0.01069603141712549,0.009946125155408206,0.0007499062617172854,0.20251415941428375,0.05281621516273631,33,0,0,evening,long,many,none,low,small,0,0,0
Twitter_Macro,Education,408068,2024-08-17 20:43:00,20,Saturday,8,Retweet,platform Twitter content Retweet category Education sentiment Neutral tier Macro,1802,6,0,2627,139,32334,English,True,False,0,False,False,False,False,2766,0.006778282051030711,0.006437652548104728,0.00034062950292598293,0.07923679386768871,0.08554462794581555,33,0,0,evening,long,many,none,low,large,0,0,0
YouTube_Macro,Sports,201960,2024-08-17 21:55:00,21,Saturday,8,Live,platform YouTube content Live category Sports sentiment Positive tier Macro,346,22,0,7486,641,690837,English,True,False,0,False,False,False,False,8127,0.040240641711229944,0.0370667458902753,0.0031738958209546445,3.4206625074272132,0.011763990637444145,33,0,0,night,long,many,none,high,medium,1,1,1
YouTube_Macro,Education,374480,2024-08-17 23:08:00,23,Saturday,8,Community Post,platform YouTube content Community Post category Education sentiment Neutral tier Macro,631,26,0,3570,781,122729,English,False,False,0,False,False,False,False,4351,0.01161877803888058,0.009533219397564623,0.002085558641315958,0.3277317880794702,0.035452093637200664,33,0,0,night,long,many,none,medium,large,0,0,1
Instagram_Macro,Food,218870,2024-08-17 23:41:00,23,Saturday,8,Reel,platform Instagram content Reel category Food sentiment Negative tier Macro,483,14,0,9093,445,43474,English,True,False,0,False,False,False,False,9538,0.04357837986019098,0.04154520948508247,0.002033170375108512,0.19862932334262348,0.21939550075907438,33,0,1,night,long,many,none,high,medium,1,0,1
Facebook_Macro,Fashion,488396,2024-08-18 03:29:00,3,Sunday,8,Story,platform Facebook content Story category Fashion sentiment Positive tier Macro,1114,12,0,7191,324,18243,English,True,False,0,False,False,False,False,7515,0.01538710390748491,0.014723707810874781,0.0006633960966101279,0.037352885773020254,0.4119388258510113,33,0,0,night,long,many,none,medium,large,0,0,0
YouTube_Micro,Fashion,20532,2024-08-18 09:49:00,9,Sunday,8,Community Post,platform YouTube content Community Post category Fashion sentiment Positive tier Micro,1967,8,0,15165,632,565267,English,True,False,0,False,False,False,False,15797,0.7693843756088058,0.7386031560490941,0.030781219559711668,27.531024741866354,0.027946085655097503,33,0,0,morning,long,many,none,high,small,1,1,1
Twitter_Macro,Food,260984,2024-08-18 09:54:00,9,Sunday,8,Tweet,platform Twitter content Tweet category Food sentiment Positive tier Macro,1592,6,0,4400,71,92414,English,True,False,0,False,False,False,False,4471,0.017131318394997395,0.016859271066425527,0.00027204732857186647,0.35409833553014747,0.04838011556690545,33,0,0,morning,long,many,none,medium,medium,0,0,0
Instagram_Macro,Technology,488836,2024-08-18 10:22:00,10,Sunday,8,Reel,platform Instagram content Reel category Technology sentiment Neutral tier Macro,341,1,0,2181,381,22323,English,True,False,0,False,False,False,False,2562,0.00524102152869265,0.00446161902969503,0.0007794024989976188,0.04566562200819907,0.1147695202257761,33,0,1,morning,long,few,none,low,large,0,0,0
Twitter_Macro,Fitness,358400,2024-08-18 13:27:00,13,Sunday,8,Retweet,platform Twitter content Retweet category Fitness sentiment Positive tier Macro,1406,26,0,1239,62,99663,English,False,False,0,False,False,False,False,1301,0.0036300223214285714,0.00345703125,0.00017299107142857142,0.2780775669642857,0.013053991952881209,33,0,0,afternoon,long,many,none,low,large,0,0,0
Twitter_Macro,Travel,491802,2024-08-18 21:13:00,21,Sunday,8,Retweet,platform Twitter content Retweet category Travel sentiment Neutral tier Macro,584,6,0,1270,119,61342,English,True,False,0,False,False,False,False,1389,0.0028243073431990923,0.0025823400474174565,0.0002419672957816357,0.12472905762888317,0.02264353949985328,33,0,0,night,long,many,none,low,large,0,0,0
Facebook_Macro,Travel,223457,2024-08-18 22:47:00,22,Sunday,8,Story,platform Facebook content Story category Travel sentiment Neutral tier Macro,1939,27,0,7411,341,77453,English,True,False,0,False,False,False,False,7752,0.0346912381353012,0.033165217469132764,0.0015260206661684352,0.34661254738048036,0.10008650407343808,33,0,0,night,long,many,none,medium,medium,0,0,0
LinkedIn_Macro,Fashion,214025,2024-08-19 01:26:00,1,Monday,8,Post,platform LinkedIn content Post category Fashion sentiment Neutral tier Macro,1551,11,0,1412,16,16906,English,True,False,0,False,False,False,False,1428,0.006672117743254292,0.006597360121481135,7.475762177315734e-05,0.07899077210606238,0.08446705311723648,34,0,0,night,long,many,none,low,medium,0,0,0
Facebook_Macro,Business,294994,2024-08-19 04:09:00,4,Monday,8,Live,platform Facebook content Live category Business sentiment Positive tier Macro,581,9,0,1796,264,49128,English,False,False,0,False,False,False,False,2060,0.006983192878499224,0.006088259422225537,0.0008949334562736869,0.16653898045383975,0.04193128155023612,34,0,0,night,long,many,none,low,medium,0,0,0
Facebook_Macro,Technology,120638,2024-08-19 08:00:00,8,Monday,8,Video,platform Facebook content Video category Technology sentiment Neutral tier Macro,363,16,0,4290,207,69060,English,True,False,0,False,False,False,False,4497,0.037276811618229745,0.03556093436562277,0.0017158772526069729,0.5724564399277177,0.06511728931364032,34,1,0,morning,long,many,none,medium,small,0,1,0
Instagram_Mid-tier,Entertainment,54095,2024-08-19 08:36:00,8,Monday,8,Photo,platform Instagram content Photo category Entertainment sentiment Neutral tier Mid-tier,1925,22,0,3735,341,7346,English,True,False,0,False,False,False,False,4076,0.07534892319068305,0.0690451982623163,0.006303724928366762,0.13579813291431742,0.5548597876395317,34,0,0,morning,long,many,none,high,small,1,0,1
Facebook_Macro,Food,201846,2024-08-19 15:25:00,15,Monday,8,Live,platform Facebook content Live category Food sentiment Positive tier Macro,409,29,0,3459,47,73956,English,True,False,0,False,False,False,False,3506,0.017369677873230085,0.017136827085996256,0.00023285078723383172,0.3663981451205374,0.0474065660663097,34,0,0,afternoon,long,many,none,medium,medium,0,0,0
Facebook_Nano,Gaming,543,2024-08-19 19:47:00,19,Monday,8,Live,platform Facebook content Live category Gaming sentiment Negative tier Nano,570,7,0,140,70,62435,English,True,False,0,False,False,False,False,210,0.3867403314917127,0.2578268876611418,0.1289134438305709,114.9815837937385,0.003363498037959478,34,0,0,evening,long,many,none,high,small,1,1,1
Facebook_Macro,Gaming,342314,2024-08-19 21:24:00,21,Monday,8,Live,platform Facebook content Live category Gaming sentiment Positive tier Macro,540,15,0,1276,237,29429,English,False,False,0,False,False,False,False,1513,0.004419918554309786,0.003727571761599,0.000692346792710786,0.08597077536998195,0.05141187264263142,34,0,0,night,long,many,none,low,large,0,0,0
TikTok_Macro,Food,144781,2024-08-19 21:46:00,21,Monday,8,Stitch,platform TikTok content Stitch category Food sentiment Positive tier Macro,173,5,0,21782,1080,378587,English,False,False,0,False,False,False,False,22862,0.15790746023304164,0.15044791788977835,0.007459542343263273,2.6148942195453824,0.060387704807613574,34,0,0,night,long,many,none,high,small,1,1,1
Twitter_Macro,Fitness,125873,2024-08-19 22:27:00,22,Monday,8,Poll,platform Twitter content Poll category Fitness sentiment Positive tier Macro,1802,27,0,1903,297,7044,English,True,False,0,False,False,False,False,2200,0.017477934108188414,0.015118413003582977,0.0023595211046054357,0.05596116720821781,0.31232254400908577,34,0,0,night,long,many,none,medium,small,0,0,1
TikTok_Macro,Food,341420,2024-08-19 22:56:00,22,Monday,8,Stitch,platform TikTok content Stitch category Food sentiment Negative tier Macro,284,13,0,32632,135,33688,English,True,False,0,False,False,False,False,32767,0.09597270224357096,0.09557729482748521,0.00039540741608575945,0.09867025950442271,0.9726608881500831,34,0,0,night,long,many,none,high,large,1,0,0
Twitter_Macro,Business,430238,2024-08-20 02:28:00,2,Tuesday,8,Retweet,platform Twitter content Retweet category Business sentiment Neutral tier Macro,606,5,0,4562,126,89296,English,True,False,0,False,False,False,False,4688,0.010896294609030351,0.01060343344846341,0.000292861160566942,0.2075502396348068,0.05249955205160366,34,0,0,night,long,many,none,low,large,0,0,0
Facebook_Macro,Entertainment,232140,2024-08-20 09:08:00,9,Tuesday,8,Post,platform Facebook content Post category Entertainment sentiment Neutral tier Macro,53,22,0,844,32,17315,English,True,False,0,False,False,False,False,876,0.0037735849056603774,0.0036357370552252953,0.00013784785043508227,0.0745886103213578,0.05059197227837135,34,0,0,morning,short,many,none,low,medium,0,0,0
Twitter_Macro,Travel,242530,2024-08-20 13:15:00,13,Tuesday,8,Retweet,platform Twitter content Retweet category Travel sentiment Neutral tier Macro,872,24,0,4072,242,2249,English,True,False,0,False,False,False,False,4314,0.017787490207397023,0.016789675504061352,0.0009978147033356697,0.009273079619016205,1.9181858603823922,34,0,0,afternoon,long,many,none,medium,medium,0,0,0
LinkedIn_Macro,Travel,332522,2024-08-20 23:47:00,23,Tuesday,8,Article,platform LinkedIn content Article category Travel sentiment Neutral tier Macro,62,9,0,296,113,12237,English,True,False,0,False,False,False,False,409,0.001229993804921178,0.0008901666656642267,0.0003398271392569514,0.03680057259369305,0.0334232246465637,34,0,0,night,medium,many,none,low,medium,0,0,0
TikTok_Mid-tier,Lifestyle,71137,2024-08-21 04:19:00,4,Wednesday,8,Video,platform TikTok content Video category Lifestyle sentiment Neutral tier Mid-tier,373,7,0,34370,430,22833,English,True,False,0,False,False,False,False,34800,0.48919690175295555,0.48315222739221503,0.006044674360740543,0.3209722085553228,1.524109841019577,34,1,0,night,long,many,none,high,small,1,0,1
Instagram_Micro,Travel,19008,2024-08-21 04:51:00,4,Wednesday,8,Story,platform Instagram content Story category Travel sentiment Neutral tier Micro,549,16,0,1449,45,24688,English,True,False,0,False,False,False,False,1494,0.07859848484848485,0.07623106060606061,0.0023674242424242425,1.2988215488215489,0.06051523007128969,34,0,0,night,long,many,none,high,small,1,1,1
TikTok_Macro,Food,392192,2024-08-21 11:35:00,11,Wednesday,8,Stitch,platform TikTok content Stitch category Food sentiment Positive tier Macro,228,20,0,23093,108,194802,English,False,False,0,False,False,False,False,23201,0.05915724951044386,0.058881874184073105,0.0002753753263707572,0.4967005956266319,0.11910041991355325,34,0,0,morning,long,many,none,high,large,1,1,0
Twitter_Macro,Business,276415,2024-08-21 13:21:00,13,Wednesday,8,Poll,platform Twitter content Poll category Business sentiment Positive tier Macro,113,14,0,1504,199,23222,English,True,False,0,False,False,False,False,1703,0.0061610259935242296,0.00544109400719932,0.00071993198632491,0.0840113597308395,0.07333563000602876,34,0,0,afternoon,medium,many,none,low,medium,0,0,0
Twitter_Macro,Education,227409,2024-08-21 23:03:00,23,Wednesday,8,Poll,platform Twitter content Poll category Education sentiment Neutral tier Macro,548,28,0,620,50,1987,English,True,False,0,False,False,False,False,670,0.002946233438430317,0.0027263652713832784,0.0002198681670470386,0.008737560958449313,0.33719174635128335,34,0,0,night,long,many,none,low,medium,0,0,0
Facebook_Macro,Sports,150411,2024-08-22 02:57:00,2,Thursday,8,Story,platform Facebook content Story category Sports sentiment Negative tier Macro,1219,12,0,5721,36,75516,English,True,False,0,False,False,False,False,5757,0.03827512615433712,0.03803578195743662,0.00023934419690049266,0.5020643436982668,0.07623549976163992,34,0,0,night,long,many,none,high,small,1,1,0
TikTok_Macro,Fitness,306830,2024-08-22 06:53:00,6,Thursday,8,Duet,platform TikTok content Duet category Fitness sentiment Neutral tier Macro,335,13,0,49337,1615,217678,English,True,False,0,False,False,False,False,50952,0.16605938141641952,0.16079588045497506,0.005263500961444448,0.7094417103933774,0.2340705078142945,34,0,0,morning,long,many,none,high,medium,1,1,1
Twitter_Mid-tier,Travel,91086,2024-08-22 07:47:00,7,Thursday,8,Thread,platform Twitter content Thread category Travel sentiment Neutral tier Mid-tier,1259,3,0,2394,155,17464,English,True,False,0,False,False,False,False,2549,0.027984542081110158,0.026282853566958697,0.0017016885141514612,0.1917308916847814,0.14595739807604213,34,0,0,morning,long,few,none,medium,small,0,0,0
Instagram_Macro,Entertainment,417425,2024-08-22 09:40:00,9,Thursday,8,Reel,platform Instagram content Reel category Entertainment sentiment Neutral tier Macro,66,5,0,4996,124,49257,English,True,False,0,False,False,False,False,5120,0.012265676468826736,0.011968617116847338,0.0002970593519793975,0.11800203629394503,0.10394461700875003,34,0,1,morning,medium,many,none,medium,large,0,0,0
LinkedIn_Macro,Lifestyle,410518,2024-08-22 12:05:00,12,Thursday,8,Document,platform LinkedIn content Document category Lifestyle sentiment Neutral tier Macro,1704,2,0,672,120,24297,English,True,False,0,False,False,False,False,792,0.0019292698493123322,0.0016369562357801608,0.00029231361353217156,0.059186198899926434,0.032596616866279786,34,0,0,afternoon,long,few,none,low,large,0,0,0
Twitter_Mid-tier,Education,64624,2024-08-23 02:26:00,2,Friday,8,Tweet,platform Twitter content Tweet category Education sentiment Positive tier Mid-tier,431,22,0,3202,278,73796,English,True,False,0,False,False,False,False,3480,0.05384996286209458,0.0495481554840307,0.0043018073780638775,1.1419286952215895,0.04715702748116429,34,0,0,night,long,many,none,high,small,1,1,1
Twitter_Mid-tier,Fitness,60623,2024-08-23 10:26:00,10,Friday,8,Poll,platform Twitter content Poll category Fitness sentiment Negative tier Mid-tier,1695,24,0,3210,265,24902,English,True,False,0,False,False,False,False,3475,0.057321478646718244,0.05295020041898289,0.004371278227735348,0.41076819029081374,0.13954702433539476,34,0,0,morning,long,many,none,high,small,1,0,1
YouTube_Macro,Entertainment,189184,2024-08-23 12:05:00,12,Friday,8,Live,platform YouTube content Live category Entertainment sentiment Positive tier Macro,390,21,0,2988,243,61120,English,True,False,0,False,False,False,False,3231,0.017078611299052773,0.01579414749661705,0.001284463802435724,0.32307171853856564,0.05286321989528796,34,0,0,afternoon,long,many,none,medium,medium,0,0,0
Twitter_Macro,Business,348939,2024-08-23 14:50:00,14,Friday,8,Retweet,platform Twitter content Retweet category Business sentiment Negative tier Macro,515,23,0,3926,217,20307,English,True,False,0,False,False,False,False,4143,0.011873135419084711,0.01125125021851957,0.0006218852005651417,0.058196418285144394,0.20401831880632293,34,0,0,afternoon,long,many,none,medium,large,0,0,0
Twitter_Macro,Sports,242389,2024-08-23 16:35:00,16,Friday,8,Tweet,platform Twitter content Tweet category Sports sentiment Positive tier Macro,123,27,0,4131,79,25647,English,True,False,0,False,False,False,False,4210,0.01736877498566354,0.017042852604697407,0.00032592238096613296,0.10580925702073939,0.1641517526416345,34,0,0,afternoon,medium,many,none,medium,medium,0,0,0
