business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style
Facebook_Macro,Gaming,376595,2024-02-25 00:47:00,0,Sunday,2,Live,platform Facebook content Live category Gaming sentiment Neutral tier Macro,332,23,0,3132,335,14866,English,True,False,0,False,False,False,False
LinkedIn_Macro,Lifestyle,105718,2024-02-25 02:57:00,2,Sunday,2,Poll,platform LinkedIn content Poll category Lifestyle sentiment Positive tier Macro,762,24,0,1120,94,28326,English,True,False,0,False,False,False,False
Facebook_Macro,Sports,446124,2024-02-25 06:33:00,6,Sunday,2,Video,platform Facebook content Video category Sports sentiment Neutral tier Macro,433,24,0,4650,389,11202,English,True,False,0,False,False,False,False
TikTok_Macro,Sports,248852,2024-02-25 07:39:00,7,Sunday,2,Duet,platform TikTok content Duet category Sports sentiment Neutral tier Macro,297,13,0,20850,1993,122828,English,True,False,0,False,False,False,False
Instagram_Macro,Fashion,296010,2024-02-25 07:54:00,7,Sunday,2,Story,platform Instagram content Story category Fashion sentiment Positive tier Macro,928,3,0,8577,67,41343,English,True,False,0,False,False,False,False
Instagram_Macro,Education,465578,2024-02-25 10:33:00,10,Sunday,2,Photo,platform Instagram content Photo category Education sentiment Negative tier Macro,1600,9,0,6310,140,46080,English,True,False,0,False,False,False,False
Instagram_Macro,Gaming,256530,2024-02-25 17:18:00,17,Sunday,2,Story,platform Instagram content Story category Gaming sentiment Neutral tier Macro,1831,15,0,4958,331,47546,English,True,False,0,False,False,False,False
Facebook_Mid-tier,Technology,74545,2024-02-25 22:33:00,22,Sunday,2,Post,platform Facebook content Post category Technology sentiment Positive tier Mid-tier,1079,14,0,6732,248,7889,English,True,False,0,False,False,False,False
Twitter_Macro,Health,209997,2024-02-26 03:33:00,3,Monday,2,Tweet,platform Twitter content Tweet category Health sentiment Negative tier Macro,1369,8,0,826,42,7820,English,True,False,0,False,False,False,False
Instagram_Mid-tier,Travel,50950,2024-02-26 09:42:00,9,Monday,2,Story,platform Instagram content Story category Travel sentiment Positive tier Mid-tier,1098,22,0,6042,55,15840,English,True,False,0,False,False,False,False
Instagram_Macro,Education,183668,2024-02-26 14:08:00,14,Monday,2,Photo,platform Instagram content Photo category Education sentiment Positive tier Macro,74,19,0,1749,416,30213,English,True,False,0,False,False,False,False
YouTube_Macro,Gaming,395914,2024-02-26 16:58:00,16,Monday,2,Video,platform YouTube content Video category Gaming sentiment Positive tier Macro,386,28,0,12591,21,21180,English,True,False,0,False,False,False,False
TikTok_Macro,Fitness,424806,2024-02-26 20:41:00,20,Monday,2,Duet,platform TikTok content Duet category Fitness sentiment Positive tier Macro,371,5,0,42659,321,117661,English,True,False,0,False,False,False,False
Facebook_Nano,Travel,8221,2024-02-27 03:22:00,3,Tuesday,2,Live,platform Facebook content Live category Travel sentiment Negative tier Nano,438,7,0,7371,223,61252,English,True,False,0,False,False,False,False
YouTube_Macro,Business,484082,2024-02-27 04:32:00,4,Tuesday,2,Short,platform YouTube content Short category Business sentiment Neutral tier Macro,217,12,0,11800,420,580779,English,True,False,0,False,False,False,False
Facebook_Macro,Lifestyle,249809,2024-02-27 06:17:00,6,Tuesday,2,Post,platform Facebook content Post category Lifestyle sentiment Positive tier Macro,1280,26,0,6083,241,46111,English,False,False,0,False,False,False,False
Twitter_Macro,Lifestyle,312629,2024-02-27 07:36:00,7,Tuesday,2,Poll,platform Twitter content Poll category Lifestyle sentiment Positive tier Macro,383,8,0,1853,292,61482,English,True,False,0,False,False,False,False
Instagram_Micro,Travel,39920,2024-02-27 09:22:00,9,Tuesday,2,Photo,platform Instagram content Photo category Travel sentiment Neutral tier Micro,1789,18,0,7451,145,18405,English,True,False,0,False,False,False,False
Twitter_Macro,Lifestyle,109375,2024-02-27 10:22:00,10,Tuesday,2,Poll,platform Twitter content Poll category Lifestyle sentiment Positive tier Macro,344,12,0,127,69,65577,English,True,False,0,False,False,False,False
Instagram_Macro,Technology,186786,2024-02-27 12:16:00,12,Tuesday,2,Story,platform Instagram content Story category Technology sentiment Neutral tier Macro,896,1,0,7309,187,43870,English,True,False,0,False,False,False,False
TikTok_Macro,Health,364792,2024-02-27 17:03:00,17,Tuesday,2,Duet,platform TikTok content Duet category Health sentiment Neutral tier Macro,490,29,0,44045,1364,127194,English,True,False,0,False,False,False,False
TikTok_Macro,Education,112990,2024-02-27 17:44:00,17,Tuesday,2,Stitch,platform TikTok content Stitch category Education sentiment Positive tier Macro,489,24,0,42738,573,205357,English,False,False,0,False,False,False,False
Instagram_Macro,Lifestyle,454246,2024-02-27 21:15:00,21,Tuesday,2,Reel,platform Instagram content Reel category Lifestyle sentiment Positive tier Macro,158,10,0,5360,361,2362,English,True,False,0,False,False,False,False
LinkedIn_Macro,Entertainment,387212,2024-02-27 21:23:00,21,Tuesday,2,Post,platform LinkedIn content Post category Entertainment sentiment Negative tier Macro,1685,28,0,384,52,8732,English,True,False,0,False,False,False,False
TikTok_Macro,Gaming,450457,2024-02-28 01:37:00,1,Wednesday,2,Video,platform TikTok content Video category Gaming sentiment Neutral tier Macro,556,23,0,32599,1697,204867,English,True,False,0,False,False,False,False
Facebook_Micro,Sports,49137,2024-02-28 02:42:00,2,Wednesday,2,Story,platform Facebook content Story category Sports sentiment Negative tier Micro,1293,26,0,5777,262,72227,English,True,False,0,False,False,False,False
LinkedIn_Macro,Technology,417905,2024-02-28 07:32:00,7,Wednesday,2,Article,platform LinkedIn content Article category Technology sentiment Neutral tier Macro,1436,24,0,772,127,21560,English,True,False,0,False,False,False,False
Twitter_Macro,Sports,439521,2024-02-28 11:55:00,11,Wednesday,2,Poll,platform Twitter content Poll category Sports sentiment Neutral tier Macro,1328,8,0,4992,275,47205,English,True,False,0,False,False,False,False
Instagram_Macro,Health,176265,2024-02-28 19:42:00,19,Wednesday,2,Photo,platform Instagram content Photo category Health sentiment Positive tier Macro,1517,6,0,5180,460,17205,English,True,False,0,False,False,False,False
Twitter_Macro,Fashion,238409,2024-02-28 20:52:00,20,Wednesday,2,Poll,platform Twitter content Poll category Fashion sentiment Positive tier Macro,607,1,0,3631,84,8075,English,True,False,0,False,False,False,False
Facebook_Macro,Education,418360,2024-02-29 03:36:00,3,Thursday,2,Post,platform Facebook content Post category Education sentiment Positive tier Macro,1081,25,0,4417,344,67350,English,False,False,0,False,False,False,False
LinkedIn_Mid-tier,Entertainment,96236,2024-02-29 04:20:00,4,Thursday,2,Article,platform LinkedIn content Article category Entertainment sentiment Positive tier Mid-tier,1136,17,0,1596,22,10042,English,True,False,0,False,False,False,False
Twitter_Macro,Technology,175120,2024-02-29 07:02:00,7,Thursday,2,Poll,platform Twitter content Poll category Technology sentiment Neutral tier Macro,1602,26,0,309,292,80845,English,True,False,0,False,False,False,False
Instagram_Macro,Gaming,439446,2024-03-01 15:07:00,15,Friday,3,Reel,platform Instagram content Reel category Gaming sentiment Neutral tier Macro,549,2,0,782,285,32809,English,False,False,0,False,False,False,False
Twitter_Micro,Fashion,40208,2024-03-01 23:11:00,23,Friday,3,Poll,platform Twitter content Poll category Fashion sentiment Positive tier Micro,1411,4,0,1518,107,53929,English,True,False,0,False,False,False,False
LinkedIn_Macro,Business,241549,2024-03-02 05:50:00,5,Saturday,3,Poll,platform LinkedIn content Poll category Business sentiment Neutral tier Macro,1693,22,0,1091,35,11683,English,True,False,0,False,False,False,False
Instagram_Macro,Gaming,209420,2024-03-02 06:52:00,6,Saturday,3,Story,platform Instagram content Story category Gaming sentiment Positive tier Macro,1767,8,0,8250,105,42174,English,True,False,0,False,False,False,False
LinkedIn_Macro,Lifestyle,163487,2024-03-02 08:08:00,8,Saturday,3,Document,platform LinkedIn content Document category Lifestyle sentiment Negative tier Macro,658,29,0,1374,45,27290,English,True,False,0,False,False,False,False
Instagram_Macro,Lifestyle,338949,2024-03-02 09:12:00,9,Saturday,3,Reel,platform Instagram content Reel category Lifestyle sentiment Negative tier Macro,23,26,0,8897,278,8199,English,True,False,0,False,False,False,False
Facebook_Macro,Technology,173179,2024-03-02 11:16:00,11,Saturday,3,Video,platform Facebook content Video category Technology sentiment Neutral tier Macro,94,0,0,6403,229,63394,English,True,False,0,False,False,False,False
Instagram_Macro,Gaming,344637,2024-03-02 12:32:00,12,Saturday,3,Story,platform Instagram content Story category Gaming sentiment Neutral tier Macro,1876,17,0,7504,454,44849,English,True,False,0,False,False,False,False
TikTok_Macro,Sports,156443,2024-03-02 15:17:00,15,Saturday,3,Video,platform TikTok content Video category Sports sentiment Negative tier Macro,156,20,0,38293,1879,22021,English,True,False,0,False,False,False,False
Instagram_Macro,Education,122705,2024-03-02 16:12:00,16,Saturday,3,Carousel,platform Instagram content Carousel category Education sentiment Positive tier Macro,1511,3,0,6673,75,19524,English,True,False,0,False,False,False,False
YouTube_Macro,Business,327754,2024-03-02 18:35:00,18,Saturday,3,Community Post,platform YouTube content Community Post category Business sentiment Positive tier Macro,185,29,0,502,760,3631,English,True,False,0,False,False,False,False
TikTok_Mid-tier,Travel,61215,2024-03-03 01:24:00,1,Sunday,3,Video,platform TikTok content Video category Travel sentiment Neutral tier Mid-tier,462,25,0,15059,111,442474,English,True,False,0,False,False,False,False
Twitter_Macro,Fitness,204015,2024-03-03 02:13:00,2,Sunday,3,Tweet,platform Twitter content Tweet category Fitness sentiment Positive tier Macro,1418,23,0,2879,53,82122,English,True,False,0,False,False,False,False
Instagram_Macro,Health,164510,2024-03-03 08:48:00,8,Sunday,3,Story,platform Instagram content Story category Health sentiment Positive tier Macro,135,1,0,2030,279,23930,English,False,False,0,False,False,False,False
Facebook_Micro,Technology,37789,2024-03-03 12:52:00,12,Sunday,3,Video,platform Facebook content Video category Technology sentiment Neutral tier Micro,353,7,0,5382,125,63199,English,False,False,0,False,False,False,False
Instagram_Macro,Sports,118616,2024-03-03 15:54:00,15,Sunday,3,Photo,platform Instagram content Photo category Sports sentiment Positive tier Macro,450,25,0,6034,468,44331,English,True,False,0,False,False,False,False
Facebook_Macro,Education,128316,2024-03-03 16:01:00,16,Sunday,3,Live,platform Facebook content Live category Education sentiment Negative tier Macro,252,2,0,3503,177,12913,English,True,False,0,False,False,False,False
TikTok_Macro,Lifestyle,155444,2024-03-03 16:27:00,16,Sunday,3,Video,platform TikTok content Video category Lifestyle sentiment Positive tier Macro,134,4,0,17560,242,197711,English,True,False,0,False,False,False,False
TikTok_Macro,Food,253259,2024-03-03 23:20:00,23,Sunday,3,Duet,platform TikTok content Duet category Food sentiment Neutral tier Macro,409,15,0,27009,1237,15360,English,True,False,0,False,False,False,False
Facebook_Micro,Technology,30408,2024-03-04 04:48:00,4,Monday,3,Video,platform Facebook content Video category Technology sentiment Neutral tier Micro,109,14,0,7340,239,31796,English,True,False,0,False,False,False,False
Twitter_Macro,Fitness,137662,2024-03-04 06:53:00,6,Monday,3,Poll,platform Twitter content Poll category Fitness sentiment Positive tier Macro,1092,17,0,552,153,26474,English,False,False,0,False,False,False,False
Twitter_Macro,Food,361970,2024-03-04 07:08:00,7,Monday,3,Poll,platform Twitter content Poll category Food sentiment Positive tier Macro,1779,8,0,1582,90,23568,English,True,False,0,False,False,False,False
Facebook_Macro,Education,311680,2024-03-04 12:24:00,12,Monday,3,Post,platform Facebook content Post category Education sentiment Negative tier Macro,1336,11,0,459,285,5956,English,True,False,0,False,False,False,False
YouTube_Macro,Health,257944,2024-03-04 13:56:00,13,Monday,3,Live,platform YouTube content Live category Health sentiment Positive tier Macro,399,12,0,7395,16,680864,English,True,False,0,False,False,False,False
Twitter_Micro,Education,44142,2024-03-04 20:16:00,20,Monday,3,Thread,platform Twitter content Thread category Education sentiment Positive tier Micro,1170,0,0,2934,97,78818,English,False,False,0,False,False,False,False
Twitter_Macro,Sports,323666,2024-03-04 21:07:00,21,Monday,3,Poll,platform Twitter content Poll category Sports sentiment Positive tier Macro,1293,4,0,3720,73,69206,English,True,False,0,False,False,False,False
Twitter_Macro,Business,326838,2024-03-04 22:08:00,22,Monday,3,Poll,platform Twitter content Poll category Business sentiment Neutral tier Macro,1651,14,0,4893,17,10290,English,True,False,0,False,False,False,False
LinkedIn_Macro,Entertainment,180699,2024-03-04 22:50:00,22,Monday,3,Article,platform LinkedIn content Article category Entertainment sentiment Neutral tier Macro,1484,7,0,493,17,21203,English,True,False,0,False,False,False,False
LinkedIn_Mid-tier,Fashion,54383,2024-03-05 06:27:00,6,Tuesday,3,Post,platform LinkedIn content Post category Fashion sentiment Positive tier Mid-tier,108,27,0,1993,4,8714,English,False,False,0,False,False,False,False
YouTube_Macro,Education,117915,2024-03-05 07:56:00,7,Tuesday,3,Community Post,platform YouTube content Community Post category Education sentiment Negative tier Macro,1795,7,0,7179,784,764008,English,True,False,0,False,False,False,False
Facebook_Macro,Travel,479153,2024-03-05 08:23:00,8,Tuesday,3,Story,platform Facebook content Story category Travel sentiment Positive tier Macro,1436,21,0,7801,276,67353,English,True,False,0,False,False,False,False
TikTok_Macro,Lifestyle,207774,2024-03-05 08:41:00,8,Tuesday,3,Duet,platform TikTok content Duet category Lifestyle sentiment Positive tier Macro,485,27,0,15801,1563,386422,English,True,False,0,False,False,False,False
LinkedIn_Micro,Technology,23283,2024-03-05 11:22:00,11,Tuesday,3,Document,platform LinkedIn content Document category Technology sentiment Positive tier Micro,919,13,0,139,115,26025,English,True,False,0,False,False,False,False
Twitter_Micro,Food,38894,2024-03-05 18:06:00,18,Tuesday,3,Thread,platform Twitter content Thread category Food sentiment Neutral tier Micro,1810,11,0,3623,37,87437,English,True,False,0,False,False,False,False
TikTok_Micro,Entertainment,19962,2024-03-05 20:40:00,20,Tuesday,3,Video,platform TikTok content Video category Entertainment sentiment Negative tier Micro,177,29,0,19097,1725,22060,English,True,False,0,False,False,False,False
Instagram_Nano,Business,7389,2024-03-05 20:52:00,20,Tuesday,3,Photo,platform Instagram content Photo category Business sentiment Positive tier Nano,1288,11,0,5663,51,23987,English,True,False,0,False,False,False,False
Instagram_Macro,Sports,124791,2024-03-06 08:14:00,8,Wednesday,3,Reel,platform Instagram content Reel category Sports sentiment Positive tier Macro,117,9,0,2423,329,14812,English,True,False,0,False,False,False,False
YouTube_Macro,Fashion,179859,2024-03-06 08:45:00,8,Wednesday,3,Community Post,platform YouTube content Community Post category Fashion sentiment Positive tier Macro,597,6,0,4868,24,321762,English,True,False,0,False,False,False,False
Instagram_Micro,Health,15973,2024-03-06 10:27:00,10,Wednesday,3,Story,platform Instagram content Story category Health sentiment Positive tier Micro,547,11,0,4028,256,31813,English,True,False,0,False,False,False,False
TikTok_Macro,Travel,141721,2024-03-06 12:24:00,12,Wednesday,3,Stitch,platform TikTok content Stitch category Travel sentiment Negative tier Macro,270,1,0,6587,1310,429326,English,True,False,0,False,False,False,False
Instagram_Macro,Food,403784,2024-03-06 12:38:00,12,Wednesday,3,Story,platform Instagram content Story category Food sentiment Neutral tier Macro,857,11,0,8509,16,38379,English,True,False,0,False,False,False,False
TikTok_Micro,Travel,21155,2024-03-06 15:28:00,15,Wednesday,3,Video,platform TikTok content Video category Travel sentiment Neutral tier Micro,246,28,0,42411,1942,475328,English,True,False,0,False,False,False,False
Facebook_Macro,Fashion,357254,2024-03-06 17:03:00,17,Wednesday,3,Live,platform Facebook content Live category Fashion sentiment Positive tier Macro,446,26,0,7084,318,60862,English,True,False,0,False,False,False,False
Instagram_Macro,Fitness,483998,2024-03-06 20:13:00,20,Wednesday,3,Story,platform Instagram content Story category Fitness sentiment Positive tier Macro,1927,5,0,9505,294,36015,English,True,False,0,False,False,False,False
Instagram_Macro,Sports,217131,2024-03-06 22:58:00,22,Wednesday,3,Carousel,platform Instagram content Carousel category Sports sentiment Neutral tier Macro,1242,20,0,2504,55,4308,English,True,False,0,False,False,False,False
Twitter_Macro,Sports,115119,2024-03-07 01:19:00,1,Thursday,3,Retweet,platform Twitter content Retweet category Sports sentiment Neutral tier Macro,1855,19,0,4050,131,14105,English,True,False,0,False,False,False,False
Instagram_Macro,Travel,221341,2024-03-07 04:16:00,4,Thursday,3,Carousel,platform Instagram content Carousel category Travel sentiment Positive tier Macro,283,2,0,1833,459,28110,English,True,False,0,False,False,False,False
Twitter_Macro,Technology,295934,2024-03-07 06:57:00,6,Thursday,3,Tweet,platform Twitter content Tweet category Technology sentiment Positive tier Macro,1993,15,0,2475,276,12447,English,True,False,0,False,False,False,False
Facebook_Macro,Entertainment,224737,2024-03-07 12:31:00,12,Thursday,3,Video,platform Facebook content Video category Entertainment sentiment Positive tier Macro,434,4,0,2090,305,46015,English,True,False,0,False,False,False,False
Twitter_Micro,Travel,45066,2024-03-07 18:08:00,18,Thursday,3,Retweet,platform Twitter content Retweet category Travel sentiment Positive tier Micro,357,10,0,3338,207,4901,English,False,False,0,False,False,False,False
Twitter_Mid-tier,Travel,80069,2024-03-08 03:43:00,3,Friday,3,Tweet,platform Twitter content Tweet category Travel sentiment Neutral tier Mid-tier,1205,9,0,1560,72,31558,English,True,False,0,False,False,False,False
YouTube_Macro,Sports,425837,2024-03-08 06:57:00,6,Friday,3,Community Post,platform YouTube content Community Post category Sports sentiment Negative tier Macro,633,16,0,14425,169,584667,English,True,False,0,False,False,False,False
Instagram_Micro,Food,20563,2024-03-08 09:44:00,9,Friday,3,Story,platform Instagram content Story category Food sentiment Negative tier Micro,334,2,0,708,220,12622,English,True,False,0,False,False,False,False
Instagram_Macro,Education,401526,2024-03-08 15:01:00,15,Friday,3,Story,platform Instagram content Story category Education sentiment Positive tier Macro,1079,19,0,2455,232,16158,English,True,False,0,False,False,False,False
Facebook_Macro,Entertainment,368122,2024-03-08 18:48:00,18,Friday,3,Video,platform Facebook content Video category Entertainment sentiment Positive tier Macro,363,11,0,5998,398,65938,English,True,False,0,False,False,False,False
Twitter_Macro,Fashion,429131,2024-03-09 01:53:00,1,Saturday,3,Poll,platform Twitter content Poll category Fashion sentiment Neutral tier Macro,725,4,0,2433,160,30655,English,True,False,0,False,False,False,False
TikTok_Macro,Gaming,225462,2024-03-09 02:24:00,2,Saturday,3,Video,platform TikTok content Video category Gaming sentiment Positive tier Macro,20,19,0,27981,1971,116513,English,False,False,0,False,False,False,False
Instagram_Mid-tier,Sports,94261,2024-03-09 03:38:00,3,Saturday,3,Reel,platform Instagram content Reel category Sports sentiment Neutral tier Mid-tier,208,25,0,6149,451,13512,English,False,False,0,False,False,False,False
Instagram_Macro,Business,305334,2024-03-09 06:26:00,6,Saturday,3,Story,platform Instagram content Story category Business sentiment Positive tier Macro,366,0,0,5743,70,15235,English,False,False,0,False,False,False,False
LinkedIn_Macro,Entertainment,398564,2024-03-09 07:49:00,7,Saturday,3,Post,platform LinkedIn content Post category Entertainment sentiment Positive tier Macro,1667,5,0,1115,31,3555,English,True,False,0,False,False,False,False
Instagram_Macro,Lifestyle,218302,2024-03-10 00:26:00,0,Sunday,3,Story,platform Instagram content Story category Lifestyle sentiment Positive tier Macro,1505,12,0,543,451,49129,English,True,False,0,False,False,False,False
Facebook_Macro,Fitness,457798,2024-03-10 02:35:00,2,Sunday,3,Video,platform Facebook content Video category Fitness sentiment Neutral tier Macro,72,1,0,7110,200,1995,English,True,False,0,False,False,False,False
Facebook_Macro,Health,246642,2024-03-10 09:19:00,9,Sunday,3,Video,platform Facebook content Video category Health sentiment Positive tier Macro,155,10,0,6435,163,31062,English,True,False,0,False,False,False,False
TikTok_Macro,Lifestyle,113597,2024-03-10 11:15:00,11,Sunday,3,Video,platform TikTok content Video category Lifestyle sentiment Neutral tier Macro,185,11,0,33547,212,148092,English,True,False,0,False,False,False,False
Facebook_Macro,Business,272208,2024-03-10 16:34:00,16,Sunday,3,Story,platform Facebook content Story category Business sentiment Neutral tier Macro,273,12,0,7933,251,44181,English,True,False,0,False,False,False,False
Facebook_Mid-tier,Gaming,59540,2024-03-10 17:34:00,17,Sunday,3,Post,platform Facebook content Post category Gaming sentiment Neutral tier Mid-tier,1677,3,0,3793,33,45388,English,True,False,0,False,False,False,False
TikTok_Mid-tier,Education,74163,2024-03-10 21:55:00,21,Sunday,3,Duet,platform TikTok content Duet category Education sentiment Negative tier Mid-tier,340,5,0,25202,1675,62803,English,True,False,0,False,False,False,False
TikTok_Micro,Business,12239,2024-03-11 02:35:00,2,Monday,3,Stitch,platform TikTok content Stitch category Business sentiment Positive tier Micro,85,28,0,10767,737,421675,English,False,False,0,False,False,False,False
YouTube_Micro,Fitness,38439,2024-03-11 07:24:00,7,Monday,3,Community Post,platform YouTube content Community Post category Fitness sentiment Positive tier Micro,1888,25,0,18190,655,31579,English,True,False,0,False,False,False,False
Twitter_Macro,Gaming,462794,2024-03-11 08:25:00,8,Monday,3,Poll,platform Twitter content Poll category Gaming sentiment Negative tier Macro,1630,10,0,4563,282,73939,English,True,False,0,False,False,False,False
TikTok_Macro,Education,417945,2024-03-11 10:12:00,10,Monday,3,Stitch,platform TikTok content Stitch category Education sentiment Positive tier Macro,224,17,0,41949,188,77721,English,True,False,0,False,False,False,False
TikTok_Macro,Health,437567,2024-03-11 12:57:00,12,Monday,3,Video,platform TikTok content Video category Health sentiment Positive tier Macro,508,3,0,30687,632,343655,English,True,False,0,False,False,False,False
TikTok_Macro,Food,384969,2024-03-11 14:55:00,14,Monday,3,Video,platform TikTok content Video category Food sentiment Neutral tier Macro,125,18,0,10786,1162,315360,English,True,False,0,False,False,False,False
TikTok_Macro,Sports,206296,2024-03-11 15:02:00,15,Monday,3,Video,platform TikTok content Video category Sports sentiment Positive tier Macro,394,21,0,36253,1970,37556,English,True,False,0,False,False,False,False
Instagram_Macro,Education,238264,2024-03-11 16:41:00,16,Monday,3,Carousel,platform Instagram content Carousel category Education sentiment Positive tier Macro,218,20,0,3369,277,4409,English,True,False,0,False,False,False,False
Instagram_Macro,Travel,454249,2024-03-11 17:13:00,17,Monday,3,Carousel,platform Instagram content Carousel category Travel sentiment Neutral tier Macro,1366,16,0,9918,276,40903,English,True,False,0,False,False,False,False
LinkedIn_Macro,Sports,145344,2024-03-11 17:49:00,17,Monday,3,Article,platform LinkedIn content Article category Sports sentiment Positive tier Macro,772,20,0,741,80,2025,English,True,False,0,False,False,False,False
Twitter_Macro,Business,251398,2024-03-12 08:22:00,8,Tuesday,3,Tweet,platform Twitter content Tweet category Business sentiment Positive tier Macro,309,19,0,1223,41,45732,English,True,False,0,False,False,False,False
Twitter_Macro,Entertainment,422449,2024-03-12 12:18:00,12,Tuesday,3,Retweet,platform Twitter content Retweet category Entertainment sentiment Negative tier Macro,1061,23,0,1853,294,25783,English,True,False,0,False,False,False,False
Twitter_Macro,Sports,117537,2024-03-12 15:06:00,15,Tuesday,3,Tweet,platform Twitter content Tweet category Sports sentiment Positive tier Macro,1459,14,0,4562,120,66546,English,True,False,0,False,False,False,False
Instagram_Micro,Travel,22103,2024-03-12 15:43:00,15,Tuesday,3,Story,platform Instagram content Story category Travel sentiment Positive tier Micro,509,17,0,6503,53,35353,English,True,False,0,False,False,False,False
Instagram_Macro,Gaming,109491,2024-03-12 15:59:00,15,Tuesday,3,Carousel,platform Instagram content Carousel category Gaming sentiment Negative tier Macro,962,7,0,2914,126,34285,English,True,False,0,False,False,False,False
TikTok_Macro,Sports,224976,2024-03-12 17:14:00,17,Tuesday,3,Video,platform TikTok content Video category Sports sentiment Neutral tier Macro,244,14,0,3637,294,480521,English,True,False,0,False,False,False,False
Instagram_Macro,Education,496451,2024-03-13 00:59:00,0,Wednesday,3,Photo,platform Instagram content Photo category Education sentiment Positive tier Macro,109,29,0,5312,350,34942,English,True,False,0,False,False,False,False
TikTok_Macro,Education,184846,2024-03-13 13:56:00,13,Wednesday,3,Video,platform TikTok content Video category Education sentiment Positive tier Macro,259,28,0,40867,75,383936,English,True,False,0,False,False,False,False
Twitter_Macro,Gaming,106135,2024-03-13 17:38:00,17,Wednesday,3,Thread,platform Twitter content Thread category Gaming sentiment Positive tier Macro,1063,27,0,3095,67,92016,English,True,False,0,False,False,False,False
Instagram_Macro,Food,373877,2024-03-13 18:46:00,18,Wednesday,3,Story,platform Instagram content Story category Food sentiment Positive tier Macro,1907,1,0,1362,494,45033,English,True,False,0,False,False,False,False
Instagram_Macro,Gaming,464173,2024-03-14 01:47:00,1,Thursday,3,Carousel,platform Instagram content Carousel category Gaming sentiment Neutral tier Macro,1914,9,0,8889,366,43526,English,True,False,0,False,False,False,False
LinkedIn_Macro,Fashion,413119,2024-03-14 02:10:00,2,Thursday,3,Post,platform LinkedIn content Post category Fashion sentiment Positive tier Macro,1266,19,0,218,3,14113,English,True,False,0,False,False,False,False
TikTok_Macro,Gaming,305265,2024-03-14 08:49:00,8,Thursday,3,Stitch,platform TikTok content Stitch category Gaming sentiment Neutral tier Macro,199,22,0,11037,1507,478354,English,True,False,0,False,False,False,False
Facebook_Mid-tier,Entertainment,75022,2024-03-14 23:43:00,23,Thursday,3,Post,platform Facebook content Post category Entertainment sentiment Neutral tier Mid-tier,1124,2,0,7568,167,31112,English,True,False,0,False,False,False,False
LinkedIn_Mid-tier,Travel,79093,2024-03-15 00:29:00,0,Friday,3,Post,platform LinkedIn content Post category Travel sentiment Positive tier Mid-tier,732,13,0,547,53,17424,English,True,False,0,False,False,False,False
YouTube_Macro,Fitness,454197,2024-03-15 06:42:00,6,Friday,3,Short,platform YouTube content Short category Fitness sentiment Positive tier Macro,555,28,0,17169,638,940035,English,False,False,0,False,False,False,False
Instagram_Micro,Entertainment,19871,2024-03-15 06:51:00,6,Friday,3,Photo,platform Instagram content Photo category Entertainment sentiment Positive tier Micro,1129,15,0,5253,19,9169,English,True,False,0,False,False,False,False
Instagram_Macro,Sports,383117,2024-03-15 07:24:00,7,Friday,3,Reel,platform Instagram content Reel category Sports sentiment Neutral tier Macro,281,24,0,9305,473,47220,English,True,False,0,False,False,False,False
LinkedIn_Macro,Business,354245,2024-03-15 11:59:00,11,Friday,3,Post,platform LinkedIn content Post category Business sentiment Positive tier Macro,899,14,0,1983,49,3633,English,True,False,0,False,False,False,False
Twitter_Macro,Travel,280794,2024-03-15 16:18:00,16,Friday,3,Thread,platform Twitter content Thread category Travel sentiment Neutral tier Macro,367,8,0,476,224,22500,English,True,False,0,False,False,False,False
Facebook_Macro,Gaming,267106,2024-03-15 22:20:00,22,Friday,3,Live,platform Facebook content Live category Gaming sentiment Neutral tier Macro,354,23,0,6579,318,33978,English,True,False,0,False,False,False,False
Instagram_Macro,Travel,288913,2024-03-16 01:11:00,1,Saturday,3,Story,platform Instagram content Story category Travel sentiment Negative tier Macro,697,8,0,7788,269,22066,English,True,False,0,False,False,False,False
YouTube_Macro,Fashion,295908,2024-03-16 10:10:00,10,Saturday,3,Live,platform YouTube content Live category Fashion sentiment Negative tier Macro,224,6,0,472,560,619531,English,False,False,0,False,False,False,False
Instagram_Macro,Lifestyle,442145,2024-03-16 11:01:00,11,Saturday,3,Story,platform Instagram content Story category Lifestyle sentiment Negative tier Macro,1871,27,0,3166,294,22734,English,True,False,0,False,False,False,False
LinkedIn_Macro,Entertainment,264878,2024-03-16 12:32:00,12,Saturday,3,Poll,platform LinkedIn content Poll category Entertainment sentiment Positive tier Macro,672,4,0,1475,147,7440,English,True,False,0,False,False,False,False
TikTok_Nano,Fashion,8572,2024-03-16 14:11:00,14,Saturday,3,Video,platform TikTok content Video category Fashion sentiment Negative tier Nano,287,25,0,23604,429,454657,English,True,False,0,False,False,False,False
Instagram_Macro,Food,198854,2024-03-16 14:29:00,14,Saturday,3,Reel,platform Instagram content Reel category Food sentiment Neutral tier Macro,390,2,0,1130,101,8314,English,True,False,0,False,False,False,False
