antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_len,consequent_len,consequent_item,count,antecedent_count,confidence_lower_bound,antecedents_str,consequent_str,min_support,min_confidence,min_lift,max_antecedent_len
"frozenset({'hashtag=حلويات', 'hashtag=كيك', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=حلويات, hashtag=كيك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=حلويات', 'hashtag=كيك'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=vanilla, hashtag=حلويات, hashtag=كيك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=حلويات', 'hashtag=كيك', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=حلويات, hashtag=فانيلا_اليوم_وكل_يوم, hashtag=كيك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=حلويات', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=vanilla, hashtag=حلويات}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=حلويات', 'hashtag=today_and_everyday', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=حلويات, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=حلويات', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=vanilla, hashtag=حلويات, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=الصباح', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=الصباح, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=الصباح', 'hashtag=today_and_everyday', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=الصباح, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قهوة', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=الصباح'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=الصباح, hashtag=فانيلا_اليوم_وكل_يوم, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=coffee', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=الصباح'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=الصباح, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=الصباح'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=الصباح, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=الصباح', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=الصباح, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=الصباح', 'hashtag=قهوة'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=الصباح, hashtag=اليوم_وكل_يوم, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=الصباح', 'hashtag=coffee'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=الصباح, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=الصباح', 'hashtag=فانيلا'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=الصباح, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=الصباح', 'hashtag=فانيلا'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=الصباح, hashtag=اليوم_وكل_يوم, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=الصباح', 'hashtag=فانيلا', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=الصباح, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=الصباح', 'hashtag=فانيلا', 'hashtag=قهوة'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=الصباح, hashtag=فانيلا, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=coffee', 'hashtag=فانيلا', 'hashtag=الصباح'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=الصباح, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=الصباح'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=vanilla, hashtag=الصباح}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=الصباح', 'hashtag=فانيلا'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=vanilla, hashtag=الصباح, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=اليوم_وكل_يوم', 'hashtag=الصباح'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=vanilla, hashtag=الصباح, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=الصباح', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=vanilla, hashtag=الصباح}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=الصباح', 'hashtag=قهوة'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=vanilla, hashtag=الصباح, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=الصباح', 'hashtag=coffee'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=vanilla, hashtag=الصباح}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=morning', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=morning', 'hashtag=today_and_everyday', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=today_and_everyday, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قهوة', 'hashtag=morning', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=فانيلا_اليوم_وكل_يوم, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=coffee', 'hashtag=morning', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=morning, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=الصباح', 'hashtag=morning', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=الصباح, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=morning', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=today_and_everyday, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=morning', 'hashtag=قهوة'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=اليوم_وكل_يوم, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=coffee', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=morning, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=الصباح', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=الصباح, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=morning', 'hashtag=فانيلا'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=morning', 'hashtag=فانيلا'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=اليوم_وكل_يوم, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=morning', 'hashtag=فانيلا', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=today_and_everyday, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=morning', 'hashtag=فانيلا', 'hashtag=قهوة'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=فانيلا, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=coffee', 'hashtag=فانيلا', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=morning, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=الصباح', 'hashtag=فانيلا', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=الصباح, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=vanilla}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=morning', 'hashtag=فانيلا'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=vanilla, hashtag=فانيلا}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=اليوم_وكل_يوم', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=vanilla, hashtag=اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=morning', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=today_and_everyday, hashtag=vanilla}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=morning', 'hashtag=قهوة'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=vanilla, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=coffee', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=morning, hashtag=vanilla}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=vanilla', 'hashtag=الصباح', 'hashtag=morning'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=morning, hashtag=vanilla, hashtag=الصباح}",{avg_view_rate},0.01,0.4,1.2,3
frozenset({'hashtag=طول_بالك'}),frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,1,1,avg_view_rate,1,1,0.20654329147389294,{hashtag=طول_بالك},{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=cake'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=cake, hashtag=طول_بالك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=coffee'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=طول_بالك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=قهوة'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=طول_بالك, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=كيك'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=طول_بالك, hashtag=كيك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=طول_بالك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,2,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=طول_بالك, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=coffee', 'hashtag=cake'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=cake, hashtag=coffee, hashtag=طول_بالك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=قهوة', 'hashtag=cake'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=cake, hashtag=طول_بالك, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=كيك', 'hashtag=cake'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=cake, hashtag=طول_بالك, hashtag=كيك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=today_and_everyday', 'hashtag=cake'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=cake, hashtag=today_and_everyday, hashtag=طول_بالك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=cake'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=cake, hashtag=طول_بالك, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=coffee', 'hashtag=قهوة'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=طول_بالك, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=coffee', 'hashtag=كيك'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=طول_بالك, hashtag=كيك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=coffee', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=today_and_everyday, hashtag=طول_بالك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=coffee', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=coffee, hashtag=طول_بالك, hashtag=فانيلا_اليوم_وكل_يوم}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=قهوة', 'hashtag=كيك'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=طول_بالك, hashtag=قهوة, hashtag=كيك}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=قهوة', 'hashtag=today_and_everyday'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=today_and_everyday, hashtag=طول_بالك, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=طول_بالك', 'hashtag=قهوة', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'avg_view_rate'}),0.014084507042253521,0.3380281690140845,0.014084507042253521,1.0,2.9583333333333335,0.009323546915294585,inf,0.6714285714285715,3,1,avg_view_rate,1,1,0.20654329147389294,"{hashtag=طول_بالك, hashtag=فانيلا_اليوم_وكل_يوم, hashtag=قهوة}",{avg_view_rate},0.01,0.4,1.2,3
