business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,clean_caption,topic_id,Topic,Name
Vanilla Palestine,Cafes/Restaurants,139000,2026-03-28,Saturday,March,reel,لقمة وبتعشقها 😋,16,0,1,1422,27,211000,Arabic,False,True,False,False,False,True,0,لقمه وبتعشقها,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-01,Wednesday,April,reel,Cheesecake lovers where you at?,33,0,0,1320,31,188000,English,True,True,False,False,False,False,0,cheesecake lovers where you at,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-04,Saturday,April,reel,شو طلبكم المفضل من فانيلا؟ 🤍,31,0,1,1540,96,241000,Arabic,True,False,False,False,False,True,0,شو طلبكم المفضل من فانيلا؟,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-08,Wednesday,April,reel,Behind the scenes 🎥,22,0,1,1180,19,145000,English,False,False,False,False,False,False,0,behind the scenes,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-12,Sunday,April,reel,Fresh cookies every morning 🍪,30,0,1,1265,24,176000,English,False,True,False,False,False,False,0,fresh cookies every morning,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2026-04-15,Wednesday,April,reel,صباح الخير من فانيلا ☀️,23,0,1,1470,36,194000,Arabic,False,False,True,False,False,True,0,صباح الخير من فانيلا,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-14,Friday,March,reel,اكبر كمية لفرع نابلس 🥰✌️,28,3,2,415,0,971000,Arabic,False,True,True,True,False,True,0,اكبر كميه لفرع نابلس,5,5,5_اكبر_like_كريم_كيكه
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-12,Wednesday,March,reel,سكوب الكوكيز بفانيلا 😍😋,24,4,2,911,9,197000,Arabic,False,True,False,False,False,True,0,سكوب الكوكيز بفانيلا,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-12,Wednesday,March,reel,الأجواء بتحلى مع فانيلا,23,0,0,153,0,24200,Arabic,False,False,False,True,False,True,0,الاجواء بتحلي مع فانيلا,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-11,Tuesday,March,reel,من الآن، بتقدرو تحجزوا فطوركم بكرا في فرعنا بوسط البلد 🌙,63,3,1,1454,2,609000,Arabic,True,True,True,True,False,True,0,من الان، بتقدرو تحجزوا فطوركم بكرا في فرعنا بوسط البلد,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-09,Sunday,March,reel,بوفيه فانيلا النابلسي 🌙😍,26,3,2,141,4,39600,Arabic,False,True,True,True,False,True,0,بوفيه فانيلا النابلسي,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-06,Thursday,March,reel,كلكم اتفقتوا على انها أطيب ام علي في فانيلا 😍,48,0,1,431,12,218000,Arabic,False,True,False,True,False,True,0,كلكم اتفقتوا علي انها اطيب ام علي في فانيلا,-1,-1,-1_علي_ام_مين_انها
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-05,Wednesday,March,reel,16 رمضان,9,0,0,308,18,133000,Arabic,False,False,False,True,False,False,0,16 رمضان,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-03-02,Sunday,March,reel,رمضان فانيلا 🌙🤍,17,2,2,325,1,652000,Arabic,False,True,True,True,True,True,0,رمضان فانيلا,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-28,Friday,February,reel,اكثر من انه حلو 😍,18,2,1,2630,6,652000,Arabic,False,True,False,True,False,True,0,اكثر من انه حلو,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-24,Monday,February,reel,طبقات من القشطة و التمر الفاخر 🌙😍,37,2,2,1475,2,566000,Arabic,False,True,False,True,False,True,0,طبقات من القشطه و التمر الفاخر,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-23,Sunday,February,reel,بعد الإفطار في فانيلا 🌙🤍✌️,30,3,3,2898,4,82600,Arabic,False,False,True,True,False,True,0,بعد الافطار في فانيلا,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-21,Friday,February,reel,نستقبلكم على البوفيه فانيلا في فرعنا نابلس و الطيرة 🥳,58,3,1,259,1,956000,Arabic,True,True,True,True,False,True,0,نستقبلكم علي البوفيه فانيلا في فرعنا نابلس و الطيره,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-18,Tuesday,February,reel,انتظرونا في خامس ايام من رمضان على البوفيه الرمضاني ❤️,58,1,1,1653,8,213000,Arabic,True,True,True,True,False,True,0,انتظرونا في خامس ايام من رمضان علي البوفيه الرمضاني,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-08,Saturday,February,reel,Everyday Is a Cake Day 🍰😊😊 #vanilla_today_and_everyday #فانيلا_اليوم_وكل_يوم,89,2,3,2101,8,132000,Mixed,False,True,False,False,False,False,0,everyday is a cake day,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2025-02-05,Wednesday,February,reel,New year new me 😲😲😲,23,0,3,18600,725,662000,English,False,False,False,False,False,False,1,new year new me,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-28,Tuesday,January,reel,الآن .. عرفنا وين راح,22,0,0,516,29,41500,Arabic,False,False,False,False,False,True,0,الان عرفنا وين راح,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-25,Saturday,January,reel,كعك القدس كل اشي منعمله فيه 🤗😍,33,2,2,4218,34,198000,Arabic,False,True,True,False,True,True,0,كعك القدس كل اشي منعمله فيه,5,5,5_اكبر_like_كريم_كيكه
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-20,Monday,January,reel,فيريرو كيك 🍫,13,2,1,316,5,344000,Arabic,False,True,False,False,False,True,0,فيريرو كيك,5,5,5_اكبر_like_كريم_كيكه
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-16,Thursday,January,reel,💗 لكم,6,2,1,633,21,348000,Arabic,False,False,False,False,False,True,0,لكم,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-10,Friday,January,reel,Perfect Alfajores🤭,19,0,1,541,11,462000,English,False,True,False,False,False,False,0,perfect alfajores,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-08,Wednesday,January,reel,نابلس الجميلة 🫶✌️,18,0,2,854,19,355000,Arabic,False,False,True,False,False,True,0,نابلس الجميله,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-06,Monday,January,reel,"Your favorite cake is freshly prepared here.
كل ما تحب يصنع هنا 🥰",69,0,1,945,48,152000,Mixed,False,True,False,False,False,True,0,your favorite cake is freshly prepared here كل ما تحب يصنع هنا,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,2025-01-04,Saturday,January,reel,📍 AlIrsal branch Vibes,24,0,1,843,10,548000,English,False,False,True,False,False,False,0,alirsal branch vibes,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1777248000000,Monday,April,post,تخيل طعم اللوز المحمص وهو يذوب مع الكراميل، وفي كل لقمة بتفاجئك نكهة الرهايب 😋 #فانيلا_اليوم_وكل_يوم,94,1,1,286,1,56000,Arabic,False,True,False,False,False,True,0,تخيل طعم اللوز المحمص وهو يذوب مع الكراميل، وفي كل لقمه بتفاجيك نكهه الرهايب,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,1773792000000,Wednesday,March,post,بوكس العائلة و الاصحاب 🥰 #عيدالفطرالمبارك #فانيلا_اليوم_وكل_يوم,71,2,1,20,0,56000,Arabic,False,True,False,True,False,True,0,بوكس العايله و الاصحاب,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,1773705600000,Tuesday,March,post,لأجمل قلب… أمي ❤️ جهزنالكم تشكيلة قوالب مميزة ليوم الأم الحجز المسبق متاح الآن ✌🥰 #فانيلا_اليوم_وكل_يوم,112,1,3,530,5,56000,Arabic,True,True,False,False,False,True,0,لاجمل قلب امي جهزنالكم تشكيله قوالب مميزه ليوم الام الحجز المسبق متاح الان,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,1771372800000,Wednesday,February,post,هذا ما نقدمه لكم.. حلى رمضان النهائي ✌🌙,41,0,2,1000,6,56000,Arabic,False,True,False,True,False,True,0,هذا ما نقدمه لكم حلي رمضان النهايي,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1764979200000,Saturday,December,post,مزيج غريب وطعم عجيب 🍊❄️,25,0,2,515,8,56000,Arabic,False,False,False,False,False,True,0,مزيج غريب وطعم عجيب,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1762473600000,Friday,November,post,٣ مشاريب ديتوكسس زي ما بدكم 😭,30,0,1,42,2,56000,Arabic,False,False,False,False,False,True,0,٣ مشاريب ديتوكسس زي ما بدكم,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1750723200000,Tuesday,June,post,Vanilla’s most loved French Toast.... فرنش توست المفضلة للجميع🥰 #VANILLA_Today_and_everyday #FrenchToastCup#vanilla,130,2,1,580,13,56000,English,False,True,False,False,False,False,0,vanilla s most loved french toast فرنش توست المفضله للجميع,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,1749254400000,Saturday,June,post,You Thought You Knew Coffee Right?... Think Again. قهوة الجلي اليابانية لأول مرة فقط في فانيلا #VANILLA_Today_and_everyday #dessert #vanilla_cake #japanese_jelly_coffee,188,4,0,1200,31,56000,English,False,True,False,False,False,False,0,you thought you knew coffee right think again قهوه الجلي اليابانيه لاول مره فقط في فانيلا,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,1748822400000,Monday,June,post,Like never before ... Premium Matcha is here 🍵😉 كأنك تستحق الانتظار #VANILLA_Today_and_everyday #dessert #vanilla_cake #matcha,145,4,2,1000,14,56000,English,False,True,False,False,False,False,0,like never before premium matcha is here كانك تستحق الانتظار,5,5,5_اكبر_like_كريم_كيكه
Vanilla Palestine,Cafes/Restaurants,139000,1745798400000,Monday,April,post,مشروب جنجر توست مش بس جرب… رح يخرب فيك 😎😭 جربوه بجميع فروع فانيلا 🤩 #VANILLA_Today_and_everyday #ginger_Twist#vanilla #جنجر_توست,155,4,4,1200,3,56000,Arabic,True,True,False,False,False,True,0,مشروب جنجر توست مش بس جرب رح يخرب فيك جربوه بجميع فروع فانيلا,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,1745366400000,Wednesday,April,post,Summer’s calling 📞 Grab your Yafa Refresher at VANILLA! 🍹☀️ #VANILLA_Today_and_everyday,99,1,3,1300,0,56000,English,True,True,False,False,False,False,0,summer s calling grab your yafa refresher at vanilla,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,1742515200000,Friday,March,post,تناعم عجيب للنكهات اللذيذة.. 🍰 جربوا الآن سان سيبستيان تشيزكيك الجديدة من فانيلا😋 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,146,2,3,4,1,56000,Arabic,True,True,False,False,False,True,0,تناعم عجيب للنكهات اللذيذه جربوا الان سان سيبستيان تشيزكيك الجديده من فانيلا,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,1741996800000,Saturday,March,post,أمي.. كل عام وأنتِ أجمل نعمة 💜 هذا يومك، نقدّر وجودك بكل لحظة من فانيلا 🎂 الحجوزات عبر رسائل الصفحة 💌,114,0,4,44,4,56000,Arabic,True,True,False,False,False,True,0,امي كل عام وانت اجمل نعمه هذا يومك، نقدر وجودك بكل لحظه من فانيلا الحجوزات عبر رسايل الصفحه,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,1741305600000,Friday,March,post,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,189,4,6,963,6,56000,Arabic,True,True,True,True,False,True,0,بوفيه الافطار الرمضاني في فانيلا فرع الطيره وفرع نابلس للحجز,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,1778198400000,Friday,May,reel,Freshly baked Every Morning 😊 #vanilla #فانيلا_اليوم_وكل_يوم,71,2,1,41,0,9300,English,False,False,False,False,False,False,0,freshly baked every morning,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,1777939200000,Tuesday,May,reel,حاضر و ع بال معايير التوحد ✌🥰 #فانيلا,38,1,2,70,1,24000,Arabic,False,False,False,False,False,True,0,حاضر و ع بال معايير التوحد,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1777680000000,Saturday,May,reel,سعيدين جدًا توفروا القعدة المثالية والمساحة اللي بتجمعكم في فرع الطيرة. نتطلع دائمًا لاستقبالكم في مساحاتنا الخاصة VIP Space 🥰 #فانيلا_اليوم_وكل_يوم,166,1,1,1000,11,38000,Arabic,True,True,True,False,False,True,0,سعيدين جدا توفروا القعده المثاليه والمساحه اللي بتجمعكم في فرع الطيره نتطلع دايما لاستقبالكم في مساحاتنا الخاصه vip space,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,1777420800000,Wednesday,April,reel,فرنش توست فانيلا 😋🔥 #فانيلا_اليوم_وكل_يوم #فرنش_توست,65,2,2,949,2,71000,Arabic,False,True,False,False,False,True,0,فرنش توست فانيلا,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1777161600000,Sunday,April,reel,كارميل كرانش كريم 😋😋😋 كيكة جديدة من فانيلا #فانيلا_اليوم_وكل_يوم,77,1,3,1600,3,100000,Arabic,False,True,False,False,False,True,0,كارميل كرانش كريم كيكه جديده من فانيلا,5,5,5_اكبر_like_كريم_كيكه
Vanilla Palestine,Cafes/Restaurants,139000,1776902400000,Thursday,April,reel,Caramel Crunch Cream 🎂🥳 انعملت خصومي بمناسبة عيد ميلاد ياسمينا #فانيلا_اليوم_وكل_يوم,102,1,3,68,2,11000,English,False,True,False,False,False,True,0,caramel crunch cream انعملت خصومي بمناسبه عيد ميلاد ياسمينا,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,1776643200000,Monday,April,reel,ربيع بطريقة فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم,52,1,2,918,3,49000,Arabic,False,False,False,False,False,True,0,ربيع بطريقه فانيلا,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1776470400000,Saturday,April,reel,مكانكم المفضل ❤️ #فانيلا_اليوم_وكل_يوم,45,1,1,1300,2,44000,Arabic,False,False,False,False,False,True,0,مكانكم المفضل,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1776211200000,Wednesday,April,reel,ربيع، شمس و فانيلا 🌞🌸🥰 #فانيلا_اليوم_وكل_يوم,54,1,3,864,1,56000,Arabic,False,False,False,False,False,True,0,ربيع، شمس و فانيلا,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1775952000000,Sunday,April,reel,سعيد صباحكم من فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم vanilla#,68,1,2,1200,2,56000,Arabic,False,False,False,False,False,True,0,سعيد صباحكم من فانيلا vanilla,3,3,3_vanilla_فقط_coffee_وكل يوم
Vanilla Palestine,Cafes/Restaurants,139000,1775692800000,Thursday,April,reel,٥ مشاريب بمناسبة فصل الربيع 🌸🌸😎 #فانيلا_اليوم_وكل_يوم,66,1,3,1800,2,67000,Arabic,False,True,False,False,False,True,0,٥ مشاريب بمناسبه فصل الربيع,4,4,4_وكل_وكل يوم_فانيلا وكل_يوم
Vanilla Palestine,Cafes/Restaurants,139000,1775433600000,Monday,April,reel,The New Very Chocolate Cake 😊😋😋,38,0,3,1500,2,98000,English,False,True,False,False,False,False,0,the new very chocolate cake,1,1,1_cake_vanilla_coffee_freshly
Vanilla Palestine,Cafes/Restaurants,139000,1775174400000,Friday,April,reel,فانيلا بجانب فيكم فرع الطيرة 🫶🫶 #فانيلا_اليوم_وكل_يوم,63,1,2,1600,5,56000,Arabic,False,False,True,False,False,True,0,فانيلا بجانب فيكم فرع الطيره,0,0,0_رمضان_فانيلا_شو_فرع
Vanilla Palestine,Cafes/Restaurants,139000,1774915200000,Tuesday,March,reel,اليوم عزة الفلسطينية والكرامة على رؤوسنا ورأس العالم، فانيلا بتقدم لكن المحبة بكل فخر 🥰🙏,96,0,2,811,8,94000,Arabic,False,False,False,False,True,True,0,اليوم عزه الفلسطينيه والكرامه علي رووسنا وراس العالم، فانيلا بتقدم لكن المحبه بكل فخر,2,2,2_فانيلا_الان_كيك_فرع الطيره
Vanilla Palestine,Cafes/Restaurants,139000,1774656000000,Saturday,March,reel,اكبر كمية كوكيز 🍪🥰 #فانيلا_اليوم_وكل_يوم #ramadankareem #كوكيز,74,3,2,109,0,355000,Arabic,False,True,False,True,False,True,0,اكبر كميه كوكيز,5,5,5_اكبر_like_كريم_كيكه
